14  20  27	 535.1	 435.4	 221.0	 028.2
14  20  37	 534.5	 434.8	 220.7	 028.6
14  20  47	 533.9	 434.0	 220.3	 029.3
14  20  57	 533.2	 433.3	 219.9	 029.3
14  21  07	 532.6	 432.6	 219.6	 029.6
14  21  17	 532.0	 431.9	 219.2	 029.4
14  21  27	 531.4	 431.2	 218.8	 029.6
14  21  37	 530.8	 430.5	 218.5	 029.6
14  21  47	 530.2	 429.8	 218.2	 029.7
14  21  57	 529.6	 429.2	 217.8	 029.7
14  22  07	 529.0	 428.4	 217.6	 029.7
14  22  17	 528.3	 427.8	 217.2	 029.6
14  22  27	 527.6	 427.1	 216.8	 029.5
14  22  37	 527.0	 426.4	 216.6	 029.5
14  22  47	 526.4	 425.7	 216.3	 029.6
14  22  57	 525.8	 424.9	 215.9	 029.4
14  23  07	 525.1	 424.3	 215.5	 029.5
14  23  17	 524.5	 423.5	 215.1	 029.5
14  23  27	 523.8	 422.9	 214.8	 029.5
14  23  37	 523.2	 422.1	 214.5	 028.9
14  23  47	 522.6	 421.5	 214.1	 028.5
14  23  57	 521.9	 420.7	 213.7	 028.5
14  24  07	 521.2	 420.1	 213.3	 028.9
14  24  17	 520.6	 419.4	 212.9	 029.1
14  24  27	 519.9	 418.7	 212.6	 029.0
14  24  37	 519.2	 418.0	 212.2	 029.3
14  24  47	 518.6	 417.4	 211.8	 029.1
14  24  57	 517.9	 416.6	 211.5	 029.3
14  25  07	 517.4	 416.1	 211.3	 029.7
14  25  17	 516.7	 415.3	 211.0	 029.6
14  25  27	 516.1	 414.7	 210.7	 029.8
14  25  37	 515.4	 414.0	 210.4	 029.8
14  25  47	 514.8	 413.3	 210.1	 029.9
14  25  57	 514.1	 412.6	 209.9	 029.8
14  26  07	 513.4	 412.0	 209.6	 029.6
14  26  17	 512.8	 411.3	 209.4	 029.5
14  26  27	 512.1	 410.6	 209.1	 029.6
14  26  37	 511.5	 409.9	 208.9	 030.0
14  26  47	 510.8	 409.2	 208.7	 030.5
14  26  57	 510.1	 408.6	 208.4	 030.4
14  27  07	 509.5	 407.9	 208.1	 030.4
14  27  17	 508.8	 407.2	 207.8	 030.4
14  27  27	 508.1	 406.6	 207.5	 030.4
14  27  37	 507.5	 405.9	 207.1	 030.2
14  27  47	 506.8	 405.3	 206.8	 030.7
14  27  57	 506.1	 404.6	 206.5	 030.7
14  28  07	 505.4	 404.0	 206.2	 030.8
14  28  17	 504.8	 403.3	 205.8	 031.0
14  28  27	 504.2	 402.6	 205.6	 030.9
14  28  37	 503.5	 402.0	 205.3	 030.7
14  28  47	 502.9	 401.4	 205.2	 030.8
14  28  57	 502.2	 400.8	 204.9	 030.8
14  29  07	 501.6	 400.1	 204.6	 031.1
14  29  17	 500.9	 399.5	 204.4	 031.0
14  29  27	 500.2	 398.8	 204.1	 030.8
14  29  37	 499.5	 398.2	 203.8	 031.0
14  29  47	 498.8	 397.5	 203.5	 030.4
14  29  57	 498.2	 396.8	 203.2	 030.8
14  30  07	 497.5	 396.2	 202.9	 031.0
14  30  17	 496.8	 395.6	 202.7	 031.0
14  30  27	 496.1	 395.0	 202.4	 031.3
14  30  37	 495.4	 394.3	 202.1	 030.9
14  30  47	 494.7	 393.7	 201.8	 030.4
14  30  57	 494.1	 393.1	 201.5	 030.5
14  31  07	 493.4	 392.4	 201.3	 030.2
14  31  17	 492.7	 391.8	 201.0	 030.3
14  31  27	 492.1	 391.2	 200.7	 030.3
14  31  37	 491.5	 390.6	 200.5	 030.1
14  31  47	 490.8	 390.0	 200.3	 030.0
14  31  57	 490.1	 389.4	 200.0	 030.9
14  32  07	 489.4	 388.7	 199.7	 033.3
14  32  17	 488.8	 388.1	 199.4	 031.8
14  32  27	 488.1	 387.5	 199.1	 031.7
14  32  37	 487.4	 386.8	 198.7	 030.4
14  32  47	 486.7	 386.3	 198.3	 030.3
14  32  57	 486.1	 385.6	 198.1	 029.9
14  33  07	 485.4	 385.0	 197.8	 030.0
14  33  17	 484.8	 384.4	 197.5	 029.9
14  33  27	 484.1	 383.8	 197.3	 029.7
14  33  37	 483.4	 383.1	 197.1	 030.1
14  33  47	 482.7	 382.5	 196.8	 029.9
14  33  57	 482.1	 381.9	 196.6	 030.1
14  34  07	 481.4	 381.3	 196.3	 030.2
14  34  17	 480.7	 380.7	 196.1	 029.4
14  34  27	 480.1	 380.1	 195.9	 029.5
14  34  37	 479.3	 379.5	 195.5	 029.6
14  34  47	 478.7	 378.9	 195.1	 029.4
14  34  57	 478.0	 378.2	 194.8	 029.6
14  35  07	 477.4	 377.7	 194.6	 029.7
14  35  17	 476.7	 377.1	 194.5	 029.9
14  35  27	 476.1	 376.6	 194.3	 029.9
14  35  37	 475.4	 376.0	 194.0	 029.9
14  35  47	 474.8	 375.4	 193.7	 029.7
14  35  57	 474.1	 374.8	 193.4	 029.5
14  36  07	 473.4	 374.2	 193.2	 029.4
14  36  17	 472.8	 373.6	 192.9	 029.2
14  36  27	 472.1	 373.0	 192.7	 029.6
