17  27  41  270.00  374.40  378.90  29.60
17  27  42  270.00  374.40  379.10  29.60
17  27  43  269.90  374.50  379.10  29.60
17  27  44  269.80  374.50  379.20  29.60
17  27  45  269.80  374.50  379.30  29.60
17  27  46  269.70  374.60  379.40  29.60
17  27  47  269.70  374.60  379.50  29.60
17  27  48  269.70  374.70  379.60  29.60
17  27  49  269.60  374.70  379.70  29.60
17  27  50  269.50  374.80  379.80  29.60
17  27  51  269.40  374.80  379.80  29.60
17  27  52  269.40  374.90  379.90  29.60
17  27  53  269.30  374.90  380.00  29.60
17  27  54  269.20  374.90  380.10  29.60
17  27  55  269.20  375.00  380.10  29.60
17  27  56  269.10  375.00  380.20  29.60
17  27  57  269.00  375.00  380.30  29.60
17  27  58  268.90  375.10  380.40  29.60
17  27  59  268.80  375.10  380.40  29.70
17  28  00  268.70  375.10  380.50  29.70
17  28  01  268.70  375.10  380.50  29.70
17  28  02  268.60  375.20  380.60  29.80
17  28  03  268.50  375.20  380.70  29.80
17  28  04  268.40  375.20  380.80  29.80
17  28  05  268.30  375.20  380.80  29.80
17  28  06  268.20  375.30  380.90  29.80
17  28  07  268.10  375.30  380.90  29.80
17  28  08  268.00  375.30  381.00  29.80
17  28  09  268.00  375.30  381.00  29.80
17  28  10  267.80  375.30  381.10  29.80
17  28  11  267.70  375.40  381.20  29.80
17  28  12  267.60  375.40  381.20  29.80
17  28  13  267.50  375.40  381.20  29.80
17  28  14  267.40  375.40  381.30  29.90
17  28  15  267.30  375.40  381.30  29.90
17  28  16  267.10  375.40  381.40  29.90
17  28  17  267.10  375.50  381.50  29.80
17  28  18  267.00  375.50  381.50  29.80
17  28  19  266.90  375.50  381.60  29.80
17  28  20  266.80  375.50  381.60  29.80
17  28  21  266.60  375.50  381.60  29.80
17  28  22  266.50  375.50  381.70  29.80
17  28  23  266.40  375.50  381.70  29.80
17  28  24  266.20  375.50  381.80  29.80
17  28  25  266.20  375.50  381.90  29.80
17  28  26  266.10  375.50  381.90  29.80
17  28  27  266.00  375.60  381.90  29.80
17  28  28  265.90  375.60  382.00  29.80
17  28  29  265.70  375.60  382.00  29.80
17  28  30  265.60  375.60  382.10  29.80
17  28  31  265.60  375.60  382.10  29.80
17  28  32  265.40  375.60  382.20  29.80
17  28  33  265.30  375.60  382.20  29.80
17  28  34  265.20  375.60  382.20  29.90
17  28  35  265.00  375.60  382.30  29.90
17  28  36  264.90  375.60  382.30  29.90
17  28  37  264.80  375.60  382.30  29.90
17  28  38  264.60  375.60  382.40  29.80
17  28  39  264.60  375.60  382.40  29.80
17  28  40  264.50  375.60  382.50  29.80
17  28  41  264.30  375.60  382.50  29.80
17  28  42  264.20  375.50  382.50  29.80
17  28  43  264.00  375.50  382.50  29.80
17  28  44  263.90  375.50  382.60  29.80
17  28  45  263.70  375.50  382.60  29.80
17  28  46  263.60  375.50  382.70  29.80
17  28  47  263.60  375.50  382.70  29.80
17  28  48  263.40  375.50  382.80  29.80
17  28  49  263.30  375.50  382.80  29.80
17  28  50  263.10  375.50  382.80  29.80
17  28  51  263.00  375.50  382.80  29.80
17  28  52  262.80  375.50  382.80  29.90
17  28  53  262.70  375.50  382.90  29.90
17  28  54  262.60  375.50  382.90  30.00
17  28  55  262.60  375.50  382.90  30.00
17  28  56  262.40  375.40  383.00  30.00
17  28  57  262.20  375.40  383.00  30.00
17  28  58  262.10  375.40  383.10  30.00
17  28  59  261.90  375.40  383.10  30.00
17  29  00  261.80  375.40  383.10  30.00
17  29  01  261.80  375.40  383.10  30.00
17  29  02  261.60  375.30  383.10  30.00
17  29  03  261.50  375.30  383.20  30.00
17  29  04  261.30  375.30  383.20  30.00
17  29  05  261.20  375.30  383.20  30.00
17  29  06  261.00  375.30  383.30  30.00
17  29  07  260.90  375.30  383.30  30.00
17  29  08  260.70  375.30  383.30  30.00
17  29  09  260.70  375.20  383.30  30.00
17  29  10  260.50  375.20  383.30  30.00
17  29  11  260.40  375.20  383.40  29.90
17  29  12  260.20  375.20  383.40  29.90
17  29  13  260.00  375.20  383.40  29.90
17  29  14  259.80  375.10  383.40  29.90
17  29  15  259.70  375.10  383.50  29.90
17  29  16  259.50  375.10  383.50  29.90
17  29  17  259.50  375.10  383.50  29.90
17  29  18  259.30  375.00  383.60  29.80
17  29  19  259.10  375.00  383.60  29.80
17  29  20  258.90  375.00  383.60  29.80
17  29  21  258.80  375.00  383.60  29.80
17  29  22  258.60  375.00  383.60  29.80
17  29  23  258.40  375.00  383.60  29.80
17  29  24  258.30  374.90  383.70  29.80
17  29  25  258.30  374.90  383.70  29.80
17  29  26  258.10  374.90  383.70  29.80
17  29  27  258.00  374.90  383.80  29.80
17  29  28  257.80  374.90  383.80  29.80
17  29  29  257.70  374.80  383.80  29.80
17  29  30  257.50  374.80  383.80  29.80
17  29  31  257.50  374.80  383.80  29.80
17  29  32  257.40  374.80  383.80  29.70
