#Time	T1	T2	T3
11 15 18	721.7	759.5	338
11 15 19	721.6	759.4	338
11 15 20	721.5	759.3	337.9
11 15 21	721.3	759.2	337.9
11 15 22	721.2	759.1	337.8
11 15 23	721.1	759	337.8
11 15 24	720.9	759	337.8
11 15 25	720.8	758.9	337.7
11 15 26	720.8	758.8	337.7
11 15 27	720.7	758.7	337.7
11 15 28	720.5	758.6	337.6
11 15 29	720.4	758.5	337.6
11 15 30	720.2	758.4	337.6
11 15 31	720.1	758.3	337.5
11 15 32	719.9	758.3	337.5
11 15 33	719.8	758.2	337.4
11 15 34	719.8	758.1	337.4
11 15 35	719.6	758	337.3
11 15 36	719.5	757.9	337.2
11 15 37	719.3	757.8	337.2
11 15 38	719.2	757.7	337.2
11 15 39	719.1	757.6	337.1
11 15 40	718.9	757.6	337
11 15 41	718.8	757.5	337
11 15 42	718.8	757.4	336.9
11 15 43	718.6	757.3	336.8
11 15 44	718.5	757.2	336.8
11 15 45	718.3	757.1	336.7
11 15 46	718.2	756.9	336.7
11 15 47	718.1	756.9	336.6
11 15 48	718.1	756.9	336.6
11 15 49	717.9	756.8	336.5
11 15 50	717.8	756.7	336.5
11 15 51	717.6	756.6	336.4
11 15 52	717.5	756.5	336.3
11 15 53	717.4	756.4	336.3
11 15 54	717.2	756.4	336.3
11 15 55	717.1	756.3	336.3
11 15 56	717.1	756.2	336.2
11 15 57	716.9	756.1	336.1
11 15 58	716.8	756	336
11 15 59	716.6	755.9	336
11 16 00	716.5	755.8	336
11 16 01	716.3	755.7	335.9
11 16 02	716.2	755.7	335.8
11 16 03	716	755.6	335.8
11 16 04	716	755.5	335.7
11 16 05	715.9	755.4	335.6
11 16 06	715.7	755.3	335.6
11 16 07	715.6	755.2	335.5
11 16 08	715.4	755.1	335.5
11 16 09	715.3	754.9	335.5
11 16 10	715.1	754.9	335.4
11 16 11	715	754.8	335.3
11 16 12	715	754.7	335.3
11 16 13	714.8	754.6	335.2
11 16 14	714.7	754.5	335.2
11 16 15	714.5	754.4	335.1
11 16 16	714.4	754.3	335.1
11 16 17	714.2	754.2	335
11 16 18	714.2	754.2	335
11 16 19	714.1	754.1	334.9
11 16 20	713.9	754	334.9
11 16 21	713.8	753.9	334.8
11 16 22	713.6	753.8	334.7
11 16 23	713.5	753.7	334.7
11 16 24	713.3	753.7	334.7
11 16 25	713.1	753.6	334.6
11 16 26	713.1	753.5	334.6
11 16 27	713	753.4	334.5
11 16 28	712.8	753.2	334.5
11 16 29	712.7	753.1	334.4
11 16 30	712.5	753	334.4
11 16 31	712.4	752.9	334.4
11 16 32	712.2	752.9	334.3
11 16 33	712.1	752.8	334.2
11 16 34	712.1	752.7	334.2
11 16 35	711.9	752.6	334.1
11 16 36	711.8	752.5	334
11 16 37	711.6	752.4	334
11 16 38	711.5	752.3	334
11 16 39	711.3	752.2	333.9
11 16 40	711.2	752.2	333.8
11 16 41	711	752	333.7
11 16 42	711	751.9	333.7
11 16 43	710.8	751.8	333.6
11 16 44	710.7	751.7	333.5
11 16 45	710.5	751.6	333.5
11 16 46	710.4	751.5	333.5
11 16 47	710.3	751.4	333.4
11 16 48	710.3	751.4	333.4
11 16 49	710.1	751.3	333.3
11 16 50	710	751.2	333.3
11 16 51	709.8	751.1	333.2
11 16 52	709.7	751	333.2
11 16 53	709.6	750.9	333.1
11 16 54	709.4	750.9	333.1
11 16 55	709.3	750.8	333
11 16 56	709.3	750.7	333
11 16 57	709.1	750.6	332.9
11 16 58	709	750.5	332.8
11 16 59	708.8	750.4	332.7
11 17 00	708.7	750.3	332.7
11 17 01	708.5	750.2	332.7
11 17 02	708.3	750.2	332.6
11 17 03	708.2	750	332.6
11 17 04	708.2	749.9	332.5
11 17 05	708	749.8	332.5
11 17 06	707.9	749.7	332.4
11 17 07	707.7	749.6	332.4
11 17 08	707.6	749.5	332.4
11 17 09	707.4	749.4	332.3
11 17 10	707.3	749.4	332.3
11 17 11	707.1	749.2	332.2
11 17 12	707.1	749.1	332.1
11 17 13	707	749	332.1
11 17 14	706.8	748.9	332
11 17 15	706.7	748.8	331.9
11 17 16	706.5	748.7	331.9
11 17 17	706.3	748.6	331.9
11 17 18	706.3	748.6	331.8
11 17 19	706.2	748.5	331.7
11 17 20	706	748.3	331.7
11 17 21	705.8	748.2	331.6
11 17 22	705.7	748.1	331.6
11 17 23	705.5	748	331.5
11 17 24	705.4	748	331.5
11 17 25	705.2	747.9	331.5
11 17 26	705.2	747.8	331.4
11 17 27	705.1	747.6	331.4
11 17 28	704.9	747.5	331.3
11 17 29	704.8	747.4	331.3
11 17 30	704.6	747.3	331.3
11 17 31	704.5	747.2	331.2
11 17 32	704.3	747.2	331.2
11 17 33	704.2	747.1	331.1
11 17 34	704.2	747	331.1
11 17 35	704	746.9	331
11 17 36	703.9	746.7	330.9
11 17 37	703.7	746.6	330.9
11 17 38	703.6	746.5	330.9
11 17 39	703.4	746.4	330.8
11 17 40	703.3	746.4	330.8
11 17 41	703.1	746.3	330.7
11 17 42	703.1	746.2	330.7
11 17 43	702.9	746.1	330.6
11 17 44	702.8	745.9	330.5
11 17 45	702.6	745.8	330.5
11 17 46	702.5	745.7	330.5
11 17 47	702.3	745.6	330.4
11 17 48	702.3	745.6	330.3
11 17 49	702.2	745.5	330.3
11 17 50	702	745.4	330.2
11 17 51	701.9	745.2	330.2
11 17 52	701.7	745.1	330.1
11 17 53	701.6	745	330.1
11 17 54	701.4	745	330.1
11 17 55	701.3	744.9	330
11 17 56	701.3	744.8	330
11 17 57	701.1	744.7	329.9
11 17 58	700.9	744.6	329.9
11 17 59	700.8	744.5	329.8
11 18 00	700.6	744.3	329.8
11 18 01	700.5	744.2	329.8
11 18 02	700.3	744.2	329.7
11 18 03	700.2	744.1	329.6
11 18 04	700.2	744	329.5
11 18 05	700	743.9	329.5
11 18 06	699.9	743.7	329.4
11 18 07	699.7	743.6	329.3
11 18 08	699.6	743.5	329.3
11 18 09	699.4	743.4	329.3
11 18 10	699.2	743.4	329.2
11 18 11	697.6	743.3	329.2
11 18 12	697.6	743.2	329.1
11 18 13	695.3	743.1	329
11 18 14	696.3	742.9	329
11 18 15	698.2	742.8	329
11 18 16	698.2	742.7	329
11 18 17	698.2	742.6	328.9
11 18 18	698.2	742.6	328.9
11 18 19	698.2	742.5	328.9
11 18 20	698.1	742.4	328.9
11 18 21	698	742.3	328.9
11 18 22	697.8	742.2	328.9
11 18 23	697.6	742.1	328.9
11 18 24	697.5	742.1	328.9
11 18 25	697.3	741.9	328.9
11 18 26	697.3	741.8	328.8
11 18 27	697	741.7	328.8
11 18 28	696.8	741.6	328.8
11 18 29	695.5	741.5	328.7
11 18 30	695.5	741.4	328.7
11 18 31	695.5	741.2	328.7
11 18 32	694.7	741.2	328.6
11 18 33	694.7	741.1	328.6
11 18 34	694.7	741	328.6
11 18 35	693.1	740.9	328.5
11 18 36	693.1	740.8	328.5
11 18 37	692.4	740.7	328.4
11 18 38	692.4	740.5	328.4
11 18 39	692.4	740.4	328.4
11 18 40	692.4	740.4	328.4
11 18 41	691.7	740.3	328.3
11 18 42	691.7	740.2	328.3
11 18 43	691.7	740.1	328.2
11 18 44	691.7	739.9	328.2
11 18 45	691.1	739.8	328.1
11 18 46	691.1	739.7	328.1
11 18 47	691.1	739.6	328.1
11 18 48	691.1	739.6	328
11 18 49	691.1	739.5	328
11 18 50	690.4	739.3	327.9
11 18 51	690.4	739.2	327.8
11 18 52	690.4	739.1	327.8
11 18 53	689.4	739	327.7
11 18 54	689.4	739	327.7
11 18 55	689.4	738.9	327.6
11 18 56	689.4	738.8	327.6
11 18 57	688.8	738.6	327.5
11 18 58	688.8	738.5	327.5
11 18 59	688.8	738.4	327.4
11 19 00	688.8	738.3	327.4
11 19 01	688.7	738.2	327.4
11 19 02	688.6	738.2	327.3
11 19 03	688.5	738	327.2
11 19 04	688.5	737.9	327.1
11 19 05	688.4	737.8	327.1
11 19 06	688.3	737.7	327
11 19 07	688.1	737.6	326.9
11 19 08	687.9	737.4	326.9
11 19 09	687.8	737.3	326.8
11 19 10	687.6	737.3	326.8
11 19 11	687.5	737.2	326.7
11 19 12	687.5	737.1	326.6
11 19 13	687.3	737	326.6
11 19 14	687.2	736.9	326.5
11 19 15	687	736.7	326.4
11 19 16	686.9	736.6	326.4
11 19 17	686.7	736.5	326.3
11 19 18	686.7	736.5	326.3
11 19 19	686.5	736.4	326.2
11 19 20	686.4	736.3	326.1
11 19 21	686.2	736.1	326.1
11 19 22	686	736	326
11 19 23	685.8	735.9	326
11 19 24	685.7	735.9	326
11 19 25	685.5	735.8	325.9
11 19 26	685.5	735.6	325.9
11 19 27	685.2	735.5	325.8
11 19 28	685	735.4	325.8
11 19 29	684.7	735.3	325.7
11 19 30	684.5	735.2	325.7
11 19 31	684.3	735	325.7
11 19 32	684.1	735	325.7
11 19 33	683.9	734.9	325.6
11 19 34	683.9	734.8	325.6
11 19 35	683.7	734.7	325.5
11 19 36	683.5	734.6	325.5
11 19 37	683.3	734.4	325.4
11 19 38	683.2	734.3	325.4
11 19 39	683	734.2	325.3
11 19 40	682.8	734.2	325.3
11 19 41	682.7	734.1	325.2
11 19 42	682.7	734	325.1
11 19 43	682.5	733.8	325.1
11 19 44	682.3	733.7	325
11 19 45	682.1	733.6	324.9
11 19 46	682	733.5	324.9
11 19 47	681.8	733.4	324.9
11 19 48	681.8	733.4	324.8
11 19 49	681.6	733.2	324.7
11 19 50	681.4	733.1	324.7
11 19 51	681.2	733	324.6
11 19 52	681.1	732.9	324.5
11 19 53	680.9	732.8	324.4
11 19 54	680.8	732.8	324.4
11 19 55	679.4	732.6	324.4
11 19 56	679.4	732.5	324.3
11 19 57	679.4	732.4	324.2
11 19 58	678.7	732.3	324.2
11 19 59	678.7	732.2	324.1
11 20 00	677.9	732	324.1
11 20 01	677.9	731.9	324.1
11 20 02	677.9	731.9	324
11 20 03	677.9	731.8	324
11 20 04	677.9	731.7	323.9
11 20 05	677.2	731.5	323.9
11 20 06	677.2	731.4	323.9
11 20 07	677.2	731.3	323.9
11 20 08	677.2	731.2	323.9
11 20 09	677.1	731.1	323.9
11 20 10	677	731.1	323.8
11 20 11	676.9	730.9	323.8
11 20 12	676.9	730.8	323.8
11 20 13	676.8	730.7	323.8
11 20 14	676.7	730.6	323.8
11 20 15	676.6	730.5	323.8
11 20 16	676.6	730.5	323.8
11 20 17	676.6	730.4	323.8
11 20 18	676.6	730.3	323.8
11 20 19	674.7	730.2	323.8
11 20 20	674.7	730	323.8
11 20 21	675.5	729.9	323.7
11 20 22	676.2	729.8	323.7
11 20 23	676.2	729.7	323.7
11 20 24	676.2	729.7	323.7
11 20 25	676.2	729.6	323.7
11 20 26	676.2	729.4	323.6
11 20 27	676.1	729.3	323.6
11 20 28	676	729.2	323.6
11 20 29	676	729.1	323.5
11 20 30	676.6	729	323.5
11 20 31	676.6	728.9	323.5
11 20 32	676.6	728.9	323.5
11 20 33	676.6	728.7	323.4
11 20 34	676.6	728.6	323.4
11 20 35	675.8	728.5	323.3
11 20 36	675.8	728.4	323.3
11 20 37	675.8	728.2	323.3
11 20 38	675.8	728.1	323.3
11 20 39	675.7	728	323.2
11 20 40	675.7	728	323.2
11 20 41	675.7	727.8	323.1
11 20 42	675.7	727.7	323.1
11 20 43	675.6	727.6	323
11 20 44	675.5	727.5	323
11 20 45	675.4	727.3	322.9
11 20 46	675.3	727.3	322.9
11 20 47	675.1	727.2	322.8
11 20 48	675.1	727.1	322.8
11 20 49	675	727	322.7
11 20 50	674.9	726.8	322.7
11 20 51	674.8	726.7	322.6
11 20 52	674.6	726.6	322.6
11 20 53	674.5	726.5	322.5
11 20 54	674.4	726.5	322.5
11 20 55	674.3	726.4	322.4
11 20 56	674.3	726.2	322.3
11 20 57	674.2	726.1	322.3
11 20 58	674.1	726	322.2
11 20 59	674	725.9	322.2
11 21 00	673.8	725.8	322.2
11 21 01	673.7	725.6	322.1
11 21 02	673.6	725.6	322
11 21 03	673.5	725.5	322
11 21 04	673.5	725.4	321.9
11 21 05	673.9	725.3	321.9
11 21 06	673.9	725.1	321.8
11 21 07	673.9	725	321.8
11 21 08	673.9	724.9	321.8
11 21 09	673.8	724.9	321.7
11 21 10	673.7	724.8	321.7
11 21 11	673.7	724.6	321.7
11 21 12	673.6	724.5	321.7
11 21 13	673.5	724.4	321.6
11 21 14	674.1	724.3	321.6
11 21 15	674.1	724.1	321.6
11 21 16	674.1	724	321.6
11 21 17	674.1	724	321.5
11 21 18	674	723.9	321.5
11 21 19	674	723.8	321.5
11 21 20	674	723.6	321.4
11 21 21	673.9	723.5	321.4
11 21 22	673.9	723.4	321.3
11 21 23	673.8	723.3	321.3
11 21 24	673.7	723.1	321.3
11 21 25	673.7	723.1	321.2
11 21 26	673.6	723	321.2
11 21 27	673.5	722.9	321.2
11 21 28	673.4	722.8	321.1
11 21 29	673.3	722.6	321.1
11 21 30	673.2	722.5	321.1
11 21 31	673	722.5	321.1
11 21 32	672.9	722.4	321
11 21 33	672.9	722.3	321
11 21 34	672.8	722.2	320.9
11 21 35	672.6	722.1	320.9
11 21 36	672.5	722	320.8
11 21 37	672.4	721.9	320.8
11 21 38	672.2	721.8	320.8
11 21 39	672.1	721.8	320.8
11 21 40	671.9	721.6	320.7
11 21 41	671.9	721.5	320.7
11 21 42	671.7	721.4	320.6
11 21 43	671.6	721.3	320.6
11 21 44	671.4	721.2	320.6
11 21 45	671.3	721	320.6
11 21 46	671.1	720.9	320.5
11 21 47	671	720.9	320.5
11 21 48	670.9	720.8	320.5
11 21 49	670.9	720.7	320.4
11 21 50	670.8	720.5	320.4
11 21 51	670.6	720.4	320.3
11 21 52	670.5	720.3	320.3
11 21 53	670.3	720.1	320.3
11 21 54	670.1	720	320.2
11 21 55	670.1	720	320.2
11 21 56	670	719.9	320.1
11 21 57	669.8	719.8	320.1
11 21 58	669.7	719.6	320
11 21 59	669.5	719.5	320
11 22 00	669.4	719.4	319.9
11 22 01	669.3	719.4	319.9
11 22 02	669.1	719.3	319.8
11 22 03	669.1	719.2	319.8
11 22 04	669	719	319.7
11 22 05	668.8	718.9	319.7
11 22 06	668.7	718.8	319.6
11 22 07	668.5	718.6	319.6
11 22 08	668.3	718.5	319.6
11 22 09	668.2	718.5	319.6
11 22 10	668	718.4	319.5
11 22 11	668	718.2	319.5
11 22 12	667.9	718.1	319.4
11 22 13	667.8	718	319.4
11 22 14	667.6	717.9	319.4
11 22 15	667.5	717.7	319.4
11 22 16	667.3	717.6	319.3
11 22 17	667.2	717.6	319.3
11 22 18	667	717.5	319.3
11 22 19	667	717.4	319.2
11 22 20	666.9	717.2	319.2
11 22 21	666.7	717.1	319.2
11 22 22	666.6	717	319.1
11 22 23	666.4	716.9	319.1
11 22 24	666.3	716.8	319.1
11 22 25	666.3	716.8	319.1
11 22 26	666.1	716.6	319
11 22 27	666	716.5	319
11 22 28	665.8	716.4	319
11 22 29	665.7	716.2	318.9
11 22 30	665.5	716.1	318.9
11 22 31	665.4	716.1	318.9
11 22 32	665.3	716	318.9
11 22 33	665.3	715.8	318.9
11 22 34	665.1	715.7	318.8
11 22 35	664.9	715.6	318.8
11 22 36	664.8	715.4	318.7
11 22 37	664.7	715.3	318.7
11 22 38	664.5	715.2	318.7
11 22 39	664.4	715.2	318.6
11 22 40	664.2	715.1	318.6
11 22 41	664.2	715	318.6
11 22 42	664.1	714.8	318.5
11 22 43	663.9	714.7	318.5
11 22 44	663.8	714.6	318.4
11 22 45	663.6	714.5	318.4
11 22 46	663.5	714.3	318.4
11 22 47	663.3	714.3	318.4
11 22 48	663.2	714.2	318.4
11 22 49	663.2	714.1	318.3
11 22 50	663	714	318.3
11 22 51	662.9	713.8	318.3
11 22 52	662.7	713.7	318.2
11 22 53	662.6	713.6	318.2
11 22 54	662.4	713.4	318.2
11 22 55	662.4	713.4	318.2
11 22 56	662.3	713.3	318.1
11 22 57	662.1	713.2	318.1
11 22 58	662	713.1	318.1
11 22 59	661.8	712.9	318
11 23 00	661.7	712.8	318
11 23 01	661.6	712.8	318
11 23 02	661.4	712.7	317.9
11 23 03	661.4	712.6	317.9
11 23 04	661.3	712.4	317.9
11 23 05	661.1	712.3	317.8
11 23 06	661	712.2	317.8
11 23 07	660.8	712.1	317.8
11 23 08	660.7	711.9	317.7
11 23 09	660.5	711.9	317.7
11 23 10	660.4	711.8	317.7
11 23 11	660.4	711.7	317.6
11 23 12	660.3	711.6	317.6
11 23 13	660.1	711.4	317.5
11 23 14	660	711.3	317.5
11 23 15	659.8	711.2	317.5
11 23 16	659.7	711.1	317.4
11 23 17	659.6	711.1	317.4
11 23 18	659.4	711	317.4
11 23 19	659.4	710.9	317.3
11 23 20	659.3	710.8	317.3
11 23 21	659.2	710.6	317.3
11 23 22	659	710.5	317.2
11 23 23	658.9	710.4	317.2
11 23 24	658.7	710.3	317.2
11 23 25	658.7	710.3	317.1
11 23 26	658.6	710.1	317.1
11 23 27	658.4	710	317
11 23 28	658.3	709.9	317
11 23 29	658.2	709.8	316.9
11 23 30	658	709.6	316.8
11 23 31	657.9	709.6	316.8
11 23 32	657.7	709.5	316.8
11 23 33	657.7	709.4	316.7
11 23 34	657.6	709.3	316.6
11 23 35	657.4	709.1	316.6
11 23 36	657.3	709	316.5
11 23 37	657.1	708.8	316.5
11 23 38	657	708.7	316.5
11 23 39	656.8	708.7	316.4
11 23 40	656.7	708.6	316.3
11 23 41	656.7	708.5	316.3
11 23 42	656.6	708.3	316.2
11 23 43	656.4	708.2	316.2
11 23 44	656.3	708.1	316.2
11 23 45	656.1	708	316.2
11 23 46	656	707.8	316.1
11 23 47	655.8	707.8	316.1
11 23 48	655.7	707.7	316.1
11 23 49	655.7	707.6	316
11 23 50	655.5	707.5	316
11 23 51	655.4	707.3	316
11 23 52	655.2	707.2	315.9
11 23 53	655.1	707.1	315.9
11 23 54	654.9	706.9	315.9
11 23 55	654.9	706.9	315.9
11 23 56	654.8	706.8	315.8
11 23 57	654.6	706.7	315.8
11 23 58	654.5	706.6	315.7
11 23 59	654.3	706.4	315.7
11 24 00	654.2	706.3	315.7
11 24 01	654.1	706.3	315.7
11 24 02	653.9	706.2	315.6
11 24 03	653.9	706.1	315.6
11 24 04	653.8	705.9	315.5
11 24 05	653.6	705.8	315.5
11 24 06	653.5	705.7	315.5
11 24 07	653.3	705.6	315.5
11 24 08	653.2	705.4	315.5
11 24 09	653	705.4	315.4
11 24 10	652.9	705.3	315.4
11 24 11	652.9	705.2	315.4
11 24 12	652.8	705.1	315.4
11 24 13	652.6	704.9	315.3
11 24 14	652.5	704.8	315.3
11 24 15	652.3	704.7	315.3
11 24 16	652.2	704.6	315.2
11 24 17	652	704.6	315.2
11 24 18	651.9	704.4	315.1
11 24 19	651.9	704.3	315.1
11 24 20	651.7	704.2	315
11 24 21	651.6	704	315
11 24 22	651.5	703.9	314.9
11 24 23	651.3	703.8	314.9
11 24 24	651.2	703.6	314.9
11 24 25	651.2	703.6	314.8
11 24 26	651	703.5	314.7
11 24 27	650.9	703.4	314.7
11 24 28	650.7	703.3	314.6
11 24 29	650.6	703.1	314.6
11 24 30	650.4	703	314.5
11 24 31	650.3	703	314.5
11 24 32	650.2	702.9	314.4
11 24 33	650.2	702.7	314.4
11 24 34	650	702.6	314.3
11 24 35	649.9	702.5	314.2
11 24 36	649.7	702.4	314.2
11 24 37	649.6	702.2	314.2
11 24 38	649.4	702.1	314.1
11 24 39	649.3	702.1	314.1
11 24 40	649.2	702	314
11 24 41	649.2	701.9	314
11 24 42	649	701.7	313.9
11 24 43	648.9	701.6	313.9
11 24 44	648.7	701.5	313.9
11 24 45	648.6	701.4	313.9
11 24 46	648.5	701.2	313.8
11 24 47	648.3	701.2	313.8
11 24 48	648.2	701.1	313.7
11 24 49	648.2	701	313.7
11 24 50	648	700.9	313.7
11 24 51	647.9	700.7	313.6
11 24 52	647.7	700.6	313.6
11 24 53	647.6	700.4	313.6
11 24 54	647.5	700.3	313.5
11 24 55	647.5	700.3	313.5
11 24 56	647.3	700.2	313.5
11 24 57	647.2	700.1	313.4
11 24 58	647.1	700	313.4
11 24 59	646.9	699.9	313.4
11 25 00	646.8	699.8	313.3
11 25 01	646.7	699.8	313.3
11 25 02	646.5	699.6	313.3
11 25 03	646.5	699.5	313.3
11 25 04	646.4	699.4	313.2
11 25 05	646.3	699.3	313.2
11 25 06	646.1	699.1	313.1
11 25 07	646	699	313.1
11 25 08	645.8	698.9	313.1
11 25 09	645.7	698.9	313
11 25 10	645.5	698.7	313
11 25 11	645.5	698.6	312.9
11 25 12	645.4	698.5	312.9
11 25 13	645.3	698.4	312.9
11 25 14	645.1	698.2	312.8
11 25 15	645	698.1	312.8
11 25 16	644.8	698	312.8
11 25 17	644.7	698	312.8
11 25 18	644.6	697.9	312.7
11 25 19	644.6	697.7	312.7
11 25 20	644.4	697.6	312.6
11 25 21	644.3	697.5	312.6
11 25 22	644.1	697.3	312.6
11 25 23	644	697.2	312.6
11 25 24	643.9	697.1	312.5
11 25 25	643.9	697.1	312.5
11 25 26	643.7	697	312.4
11 25 27	643.6	696.8	312.4
11 25 28	643.4	696.7	312.4
11 25 29	643.3	696.6	312.4
11 25 30	643.2	696.4	312.3
11 25 31	643	696.4	312.3
11 25 32	642.9	696.3	312.3
11 25 33	642.9	696.2	312.3
11 25 34	642.7	696	312.2
11 25 35	642.6	695.9	312.2
11 25 36	642.4	695.8	312.1
11 25 37	642.3	695.7	312.1
11 25 38	642.2	695.5	312.1
11 25 39	642	695.5	312.1
11 25 40	641.9	695.4	312
11 25 41	641.9	695.3	312
11 25 42	641.7	695.2	311.9
11 25 43	641.6	695	311.9
11 25 44	641.5	694.9	311.8
11 25 45	641.3	694.8	311.8
11 25 46	641.2	694.7	311.8
11 25 47	641	694.7	311.8
11 25 48	640.9	694.5	311.7
11 25 49	640.9	694.4	311.7
11 25 50	640.8	694.3	311.6
11 25 51	640.6	694.2	311.6
11 25 52	640.5	694	311.5
11 25 53	640.3	693.9	311.5
11 25 54	640.2	693.8	311.5
11 25 55	640.2	693.8	311.4
11 25 56	640.1	693.7	311.4
11 25 57	639.9	693.5	311.3
11 25 58	639.8	693.4	311.3
11 25 59	639.7	693.3	311.2
11 26 00	639.5	693.2	311.2
11 26 01	639.4	693.2	311.2
11 26 02	639.3	693	311.2
11 26 03	639.3	692.9	311.1
11 26 04	639.1	692.8	311.1
11 26 05	639	692.7	311.1
11 26 06	638.9	692.6	311
11 26 07	638.7	692.4	311
11 26 08	638.6	692.3	311
11 26 09	638.5	692.3	310.9
11 26 10	638.3	692.2	310.9
11 26 11	638.3	692.1	310.8
11 26 12	638.2	691.9	310.8
11 26 13	638.1	691.8	310.7
11 26 14	637.9	691.7	310.7
11 26 15	637.8	691.6	310.7
11 26 16	637.6	691.4	310.7
11 26 17	637.5	691.4	310.7
11 26 18	637.4	691.3	310.6
11 26 19	637.4	691.2	310.6
11 26 20	637.2	691.1	310.6
11 26 21	637.1	690.9	310.6
11 26 22	637	690.8	310.5
11 26 23	636.8	690.7	310.5
11 26 24	636.7	690.6	310.5
11 26 25	636.7	690.6	310.5
11 26 26	636.5	690.4	310.4
11 26 27	636.4	690.3	310.4
11 26 28	636.3	690.2	310.4
11 26 29	636.1	690.1	310.3
11 26 30	636	689.9	310.3
11 26 31	635.8	689.9	310.3
11 26 32	635.7	689.8	310.3
11 26 33	635.7	689.7	310.2
11 26 34	635.6	689.5	310.2
11 26 35	635.4	689.4	310.2
11 26 36	635.3	689.2	310.2
11 26 37	635.2	689.1	310.2
11 26 38	635	689	310.1
11 26 39	634.9	689	310.1
11 26 40	634.7	688.9	310.1
11 26 41	634.7	688.8	310
11 26 42	634.6	688.6	310
11 26 43	634.5	688.5	310
11 26 44	634.3	688.4	309.9
11 26 45	634.2	688.3	309.9
11 26 46	634	688.1	309.9
11 26 47	633.9	688.1	309.9
11 26 48	633.8	688	309.9
11 26 49	633.8	687.9	309.8
11 26 50	633.6	687.8	309.8
11 26 51	633.5	687.6	309.8
11 26 52	633.4	687.5	309.7
11 26 53	633.2	687.4	309.7
11 26 54	633.1	687.2	309.7
11 26 55	633.1	687.2	309.6
11 26 56	632.9	687.1	309.6
11 26 57	632.8	687	309.6
11 26 58	632.7	686.9	309.5
11 26 59	632.5	686.7	309.5
11 27 00	632.4	686.6	309.4
11 27 01	632.3	686.6	309.4
11 27 02	632.1	686.5	309.4
11 27 03	632.1	686.4	309.3
11 27 04	632	686.2	309.3
11 27 05	631.9	686.1	309.2
11 27 06	631.7	686	309.2
11 27 07	631.6	685.9	309.2
11 27 08	631.4	685.7	309.2
11 27 09	631.3	685.7	309.1
11 27 10	631.2	685.6	309.1
11 27 11	631.2	685.5	309.1
11 27 12	631	685.3	309
11 27 13	630.9	685.2	309
11 27 14	630.8	685.1	308.9
11 27 15	630.6	685	308.9
11 27 16	630.5	684.8	308.8
11 27 17	630.3	684.8	308.8
11 27 18	630.2	684.7	308.8
11 27 19	630.2	684.6	308.7
11 27 20	630.1	684.5	308.6
11 27 21	630	684.3	308.6
11 27 22	629.8	684.2	308.5
11 27 23	629.7	684.1	308.5
11 27 24	629.5	683.9	308.5
11 27 25	629.5	683.9	308.4
11 27 26	629.4	683.8	308.4
11 27 27	629.3	683.7	308.3
11 27 28	629.1	683.6	308.2
11 27 29	629	683.4	308.2
11 27 30	628.9	683.3	308.1
11 27 31	628.7	683.3	308.1
11 27 32	628.6	683.2	308.1
11 27 33	628.6	683.1	308
11 27 34	628.4	682.9	308
11 27 35	628.3	682.8	307.9
11 27 36	628.2	682.7	307.9
11 27 37	628.1	682.6	307.9
11 27 38	627.9	682.5	307.8
11 27 39	627.8	682.5	307.8
11 27 40	627.6	682.4	307.7
11 27 41	627.6	682.3	307.6
11 27 42	627.5	682.2	307.6
11 27 43	627.4	682	307.6
11 27 44	627.2	681.9	307.5
11 27 45	627.1	681.8	307.5
11 27 46	627	681.7	307.5
11 27 47	626.9	681.7	307.4
11 27 48	626.8	681.5	307.4
11 27 49	626.8	681.4	307.4
11 27 50	626.6	681.3	307.4
11 27 51	626.5	681.2	307.3
11 27 52	624.5	681	307.3
11 27 53	625.7	680.9	307.3
11 27 54	604.3	680.8	307.2
11 27 55	604.3	680.8	307.2
11 27 56	608.2	680.7	307.1
11 27 57	598.6	680.5	307.1
11 27 58	581.8	680.4	307
11 27 59	580.5	680.3	307
11 28 00	580.5	680.1	306.9
11 28 01	580.5	680.1	306.9
11 28 02	580.5	680	306.9
11 28 03	580.5	679.9	306.8
11 28 04	580.4	679.7	306.8
11 28 05	581.1	679.6	306.7
11 28 06	588.2	679.5	306.7
11 28 07	605.9	679.4	306.7
11 28 08	605.9	679.2	306.6
11 28 09	605.2	679.2	306.6
11 28 10	605.2	679.1	306.5
11 28 11	605.2	679	306.5
11 28 12	603.9	678.9	306.4
11 28 13	603.3	678.7	306.4
11 28 14	603.3	678.6	306.3
11 28 15	603.3	678.5	306.3
11 28 16	602.7	678.4	306.3
11 28 17	602.7	678.4	306.2
11 28 18	602.7	678.2	306.2
11 28 19	602.7	678.1	306.1
11 28 20	601.8	678	306.1
11 28 21	601.8	677.9	306
11 28 22	601.2	677.7	306
11 28 23	601.2	677.6	306
11 28 24	601.2	677.5	305.9
11 28 25	601.2	677.5	305.9
11 28 26	601.2	677.4	305.9
11 28 27	601.1	677.2	305.8
11 28 28	601	677.1	305.8
11 28 29	600.9	677	305.7
11 28 30	612.7	676.8	305.7
11 28 31	612.7	676.8	305.7
11 28 32	612.1	676.7	305.7
11 28 33	612.1	676.5	305.6
11 28 34	612.1	676.4	305.6
11 28 35	617.4	676.3	305.5
11 28 36	617.4	676.2	305.5
11 28 37	617.4	676	305.5
11 28 38	617.4	675.9	305.5
