13  36  48	 383.1	 376.5	 245.0	 023.8
13  36  58	 383.1	 376.2	 243.9	 023.9
13  37  08	 383.1	 375.9	 243.2	 024.0
13  37  18	 383.1	 375.5	 242.5	 025.0
13  37  28	 383.0	 375.2	 241.9	 024.9
13  37  38	 382.9	 374.9	 241.2	 024.5
13  37  48	 382.9	 374.5	 240.5	 024.1
13  37  58	 382.9	 374.2	 239.6	 023.3
13  38  08	 382.8	 373.8	 238.8	 023.9
13  38  18	 382.8	 373.5	 238.0	 023.9
13  38  28	 382.7	 373.1	 237.1	 023.7
13  38  38	 382.6	 372.7	 236.3	 023.6
13  38  48	 382.5	 372.3	 235.4	 023.5
13  38  58	 382.4	 372.0	 234.8	 023.5
13  39  08	 382.4	 371.5	 234.1	 023.9
13  39  18	 382.4	 371.3	 233.7	 023.1
13  39  28	 382.3	 370.9	 233.1	 022.9
13  39  38	 382.2	 370.5	 232.6	 023.1
13  39  48	 382.1	 370.1	 232.0	 023.3
13  39  58	 382.0	 369.7	 231.4	 023.0
13  40  08	 381.9	 369.2	 230.8	 022.8
13  40  18	 381.8	 368.9	 230.1	 023.3
13  40  28	 381.7	 368.4	 229.5	 023.2
13  40  38	 381.5	 368.0	 228.9	 023.1
13  40  48	 381.4	 367.6	 228.4	 023.1
13  40  58	 381.3	 367.2	 227.7	 023.1
13  41  08	 381.2	 366.8	 227.1	 023.4
13  41  18	 381.0	 366.3	 226.5	 023.0
13  41  28	 380.9	 365.9	 226.0	 023.2
13  41  38	 380.8	 365.4	 225.4	 023.1
13  41  48	 380.7	 365.1	 224.9	 023.1
13  41  58	 380.6	 364.7	 224.3	 024.0
13  42  08	 380.5	 364.2	 223.8	 023.2
13  42  18	 380.3	 363.8	 223.1	 023.4
13  42  28	 380.1	 363.3	 222.6	 023.5
13  42  38	 380.0	 362.8	 222.0	 023.4
13  42  48	 379.8	 362.4	 221.5	 023.1
13  42  58	 379.6	 362.0	 220.9	 023.1
13  43  08	 379.5	 361.5	 220.4	 023.2
13  43  18	 379.3	 361.0	 219.9	 023.0
13  43  28	 379.1	 360.6	 219.3	 023.3
13  43  38	 378.9	 360.1	 218.7	 023.3
13  43  48	 378.7	 359.6	 218.2	 023.1
13  43  58	 378.6	 359.3	 217.7	 023.5
