15  15  09  784.5  560.4  754.1  35.3
15  15  11  784.5  559.5  753.8  35.2
15  15  13  784.5  558.9  753.4  35.1
15  15  15  784.5  558.1  753.1  35.1
15  15  17  784.5  557.1  752.7  35.2
15  15  19  784.5  556.2  752.4  35.2
15  15  21  784.5  555.3  752  35.1
15  15  23  784.5  554.5  751.7  35.1
15  15  25  784.5  553.5  751.3  35.1
15  15  27  784.5  552.7  750.9  35.2
15  15  29  784.4  551.9  750.6  35.3
15  15  31  784.4  551  750.2  35.4
15  15  33  784.4  550.1  749.8  35.4
15  15  35  784.4  549.3  749.6  35.3
15  15  37  784.4  548.5  749.2  35.2
15  15  39  784.4  547.6  748.8  35.2
15  15  41  784.4  546.8  748.4  35.1
15  15  43  784.3  546  748.1  35
15  15  45  784.3  545.2  747.7  34.9
15  15  47  784.3  544.4  747.3  34.9
15  15  49  784.2  543.6  746.8  35
15  15  51  784.2  542.9  746.4  35
15  15  53  784.2  542.1  746  35
15  15  55  784.1  541.3  745.6  35
15  15  57  784.1  540.6  745.2  35
15  15  59  784.1  539.8  744.8  35.1
15  16  01  784.1  539  744.6  35.1
15  16  03  784.1  538.3  744.2  35.1
15  16  05  784  537.5  743.8  35.1
15  16  07  784  536.7  743.4  35.1
15  16  09  783.9  535.9  742.9  35
15  16  11  783.9  535.9  742.5  35
15  16  13  783.8  535.1  742.1  35
15  16  15  783.8  534.3  741.6  35
15  16  17  783.7  533.5  741.2  35
15  16  19  783.6  532.8  740.7  35
15  16  21  783.6  532.1  740.3  35
15  16  23  783.5  531.3  739.9  35.1
15  16  25  783.4  530.6  739.4  35.2
15  16  27  783.4  529.8  739  35.3
15  16  29  783.3  529.2  738.8  35.3
15  16  31  783.2  528.5  738.3  35.3
15  16  33  783.2  527.8  737.8  35.3
15  16  35  783.1  527.1  737.4  35.2
15  16  37  783  526.4  736.9  35.2
15  16  39  782.9  525.7  736.5  35.1
15  16  41  782.8  525  736  35
15  16  43  782.8  524.3  735.6  35
15  16  45  782.7  523.6  735.1  35
15  16  47  782.6  522.9  734.6  35.1
15  16  49  782.5  522.2  734.2  35.1
15  16  51  782.4  521.5  733.7  35.1
15  16  53  782.3  520.9  733.2  35.2
15  16  55  782.2  520.1  732.8  35.2
15  16  57  782.1  519.4  732.3  35.2
15  16  59  782  518.7  731.8  35.2
15  17  01  781.9  518  731.3  35.1
15  17  03  781.8  517.3  730.9  35.1
15  17  05  781.7  517.3  730.6  35
15  17  07  781.6  516.5  730.1  35
15  17  09  781.5  515.9  729.7  35
15  17  11  781.4  515.2  729.2  35
15  17  13  781.3  514.5  728.7  35.1
15  17  15  781.2  513.8  728.2  35
15  17  17  781.1  513.2  727.7  35
15  17  19  781  512.5  727.3  35
15  17  21  780.9  511.6  726.8  35
15  17  23  780.8  510.9  726.3  35
15  17  25  780.6  510.3  725.8  35
15  17  27  780.5  509.7  725.3  35
15  17  29  780.4  509  724.9  34.9
15  17  31  780.3  508.3  724.6  34.9
15  17  33  780.2  507.6  724.2  34.9
15  17  35  780.1  507  723.7  34.9
15  17  37  779.9  506.3  723.2  34.9
15  17  39  779.8  505.7  722.7  34.9
15  17  41  779.7  505.7  722.2  34.9
15  17  43  779.5  504.9  721.7  34.9
15  17  45  779.4  504.3  721.2  34.9
15  17  47  779.3  503.6  720.7  34.9
15  17  49  779.1  503  720.2  34.9
15  17  51  779  502.3  719.8  34.9
15  17  53  778.8  501.7  719.3  34.9
15  17  55  778.6  501  718.8  34.9
15  17  57  778.5  500.4  718.3  35
15  17  59  778.3  499.8  718  35
15  18  01  778.2  499.1  717.5  35.1
15  18  03  778  498.5  717  35.1
15  18  05  777.8  497.8  716.5  35
15  18  07  777.6  497.2  716  35
15  18  09  777.5  496.5  715.5  34.9
15  18  11  777.3  495.9  715  35
15  18  13  777.2  495.3  714.5  35.1
15  18  15  777  494.7  714  35.1
15  18  17  776.9  494.1  713.5  35.1
15  18  19  776.7  493.5  712.9  35
15  18  21  776.6  492.9  712.4  35
15  18  23  776.4  492.3  711.9  35
15  18  25  776.2  491.7  711.4  35
15  18  27  776  491.1  710.9  35
15  18  29  775.8  490.5  710.4  35
15  18  31  775.7  489.8  709.9  35
15  18  33  775.5  489.8  709.4  35
15  18  35  775.3  489  709.1  35
15  18  37  775.1  488.4  708.6  35.1
15  18  39  774.9  487.8  708.1  35.1
15  18  41  774.7  487.2  707.6  35.1
15  18  43  774.5  486.6  707.1  35
15  18  45  774.4  486  706.5  35
15  18  47  774.2  486  706  35
15  18  49  774  485.2  705.5  35
15  18  51  773.8  484.6  705  35
15  18  53  773.6  484  704.5  35
15  18  55  773.4  483.4  704  35
15  18  57  773.1  482.6  703.5  35
15  18  59  772.9  482  702.9  35
15  19  01  772.7  481.4  702.7  35
15  19  03  772.5  480.8  702.1  35.1
15  19  05  772.2  480.2  701.6  35.1
15  19  07  772  479.6  701.1  35.1
15  19  09  771.8  479  700.6  35
15  19  11  771.7  479  700.1  35
15  19  13  771.5  478.4  699.6  34.9
15  19  15  771.3  477.8  699.1  34.9
15  19  17  771.1  477.1  698.6  34.9
15  19  19  770.9  476.5  698.1  35
15  19  21  770.7  475.9  697.6  35
15  19  23  770.4  475.9  697.1  35.1
15  19  25  770.2  475.1  696.5  35.1
15  19  27  770  474.5  696  35
15  19  29  769.7  473.8  695.8  35
15  19  31  769.5  473.2  695.2  35
15  19  33  769.2  473.2  694.7  35
15  19  35  769  472.4  694.2  35
15  19  37  768.7  472.4  693.7  35
15  19  39  768.5  471.6  693.2  35.1
